食物,别名,特征,分类,Wiki百科,热量(千卡),硫胺素(毫克),钙(毫克),蛋白质(克),核黄素(毫克),镁(毫克),脂肪(克),烟酸(毫克),铁(毫克),碳水化合物(克),维生素C(毫克),锰(毫克),膳食纤维(克),维生素E(毫克),锌(毫克),维生素A(微克),胆固醇(毫克),铜(毫克),胡罗卜素(微克),钾(毫克),磷(毫克),视黄醇当量(微克),钠(毫克),硒(微克),备注
毛笋,毛竹笋,Empty,蔬菜类,http://www.foodbk.com/wiki/%E6%AF%9B%E7%AC%8B,21.0,0.04,16.0,2.2,0.05,8.0,0.2,0.3,0.9,2.5,9.0,0.35,1.3,0.15,0.47,0.0,0.0,0.07,0.7,318.0,34.0,93.1,5.2,0.38,Empty
玉兰片,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E7%8E%89%E5%85%B0%E7%89%87,43.0,0.04,42.0,2.6,0.07,5.0,0.4,0.1,3.6,7.3,1.0,0.54,11.3,2.24,0.23,0.0,0.0,0.04,0.4,66.0,29.0,78.0,1.9,0.0,Empty
百合,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E7%99%BE%E5%90%88,162.0,0.02,11.0,3.2,0.04,43.0,0.1,0.7,1.0,37.1,18.0,0.35,1.7,0.0,0.5,0.0,0.0,0.24,1.2,510.0,61.0,56.7,6.7,0.2,Empty
百合,Empty,干,蔬菜类,http://www.foodbk.com/wiki/%E7%99%BE%E5%90%88,343.0,0.05,32.0,6.7,0.09,42.0,0.5,0.9,5.9,77.8,0.0,0.59,1.7,0.0,1.31,0.0,0.0,1.09,3.0,344.0,92.0,10.3,37.3,2.29,Empty
百合,Empty,脱水,蔬菜类,http://www.foodbk.com/wiki/%E7%99%BE%E5%90%88,343.0,0.0,29.0,8.1,0.02,43.0,0.1,1.1,5.0,77.4,7.0,0.55,1.7,0.0,1.25,0.0,0.0,1.7,2.8,492.0,72.0,9.9,69.8,3.08,Empty
金针菜,黄花菜,Empty,蔬菜类,http://www.foodbk.com/wiki/%E9%87%91%E9%92%88%E8%8F%9C,199.0,0.05,301.0,19.4,0.21,85.0,1.4,3.1,8.1,27.2,10.0,1.21,7.7,4.92,3.99,307.0,0.0,0.37,4.0,610.0,216.0,40.3,59.2,4.22,Empty
菊苣,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%8F%8A%E8%8B%A3,17.0,0.08,52.0,1.3,0.08,15.0,0.2,0.4,0.8,3.4,7.0,0.42,0.9,0.0,0.79,205.0,0.0,0.1,1.4,314.0,28.0,93.8,22.0,0.0,Empty
芦笋,石刁柏，龙须菜,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%8A%A6%E7%AC%8B,19.0,0.04,10.0,1.4,0.05,10.0,0.1,0.7,1.4,3.0,45.0,0.17,1.9,0.0,0.41,17.0,0.0,0.07,0.6,213.0,42.0,93.0,3.1,0.21,Empty
慈菇,乌芋，白地果,Empty,蔬菜类,http://www.foodbk.com/wiki/%E6%85%88%E8%8F%87,94.0,0.14,14.0,4.6,0.07,24.0,0.2,1.6,2.2,18.5,4.0,0.39,1.4,2.16,0.99,0.0,0.0,0.22,1.7,707.0,157.0,73.6,39.1,0.92,Empty
豆瓣菜,西洋菜，水田芥,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%B1%86%E7%93%A3%E8%8F%9C,17.0,0.01,30.0,2.9,0.11,9.0,0.5,0.3,1.0,0.3,52.0,0.25,1.2,0.59,0.69,1592.0,0.0,0.06,0.6,179.0,26.0,94.5,61.2,0.7,Empty
菱角,龙角,老,蔬菜类,http://www.foodbk.com/wiki/%E8%8F%B1%E8%A7%92,98.0,0.19,7.0,4.5,0.06,49.0,0.1,1.5,0.6,19.7,13.0,0.38,1.7,0.0,0.62,2.0,0.0,0.18,1.0,437.0,93.0,73.0,5.8,0.0,Empty
藕,莲藕,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%97%95,70.0,0.09,39.0,1.9,0.03,19.0,0.2,0.3,1.4,15.2,44.0,1.3,1.2,0.73,0.23,3.0,0.0,0.11,1.0,243.0,58.0,80.5,44.2,0.39,Empty
蒲菜,香蒲，甘蒲，野茭白,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%92%B2%E8%8F%9C,12.0,0.03,53.0,1.2,0.04,0.0,0.1,0.5,0.2,1.5,6.0,0.0,0.9,0.0,0.0,2.0,0.0,0.0,1.3,0.0,24.0,95.0,0.0,0.0,Empty
水芹菜,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E6%B0%B4%E8%8A%B9%E8%8F%9C,11.0,0.01,38.0,1.4,0.19,16.0,0.2,1.0,6.9,0.9,5.0,0.79,0.9,0.32,0.38,63.0,0.0,0.1,0.4,212.0,32.0,96.2,40.9,0.81,Empty
茭白,茭笋，茭粑,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%8C%AD%E7%99%BD,23.0,0.02,4.0,1.2,0.03,8.0,0.2,0.5,0.4,4.0,5.0,0.49,1.9,0.99,0.33,5.0,0.0,0.06,0.5,209.0,36.0,92.2,5.8,0.45,Empty
荸荠,马蹄，地栗,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%8D%B8%E8%8D%A0,59.0,0.02,4.0,1.2,0.02,12.0,0.2,0.7,0.6,13.1,7.0,0.11,1.1,0.65,0.34,3.0,0.0,0.07,0.8,306.0,44.0,83.6,15.7,0.7,Empty
莼菜,花案菜,瓶装,蔬菜类,http://www.foodbk.com/wiki/%E8%8E%BC%E8%8F%9C,20.0,0.0,42.0,1.4,0.01,3.0,0.1,0.1,2.4,3.3,0.0,0.26,0.5,0.9,0.67,55.0,0.0,0.04,0.2,2.0,17.0,94.5,7.9,0.67,Empty
大薯,参薯,Empty,蔬菜类,http://www.foodbk.com/wiki/%E5%A4%A7%E8%96%AF,105.0,0.05,10.0,2.1,0.0,16.0,0.2,0.5,0.8,23.8,0.0,0.0,1.1,0.25,0.38,0.0,0.0,0.17,0.7,0.0,45.0,72.1,0.0,0.74,Empty
豆薯,凉薯，地瓜，沙葛,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%B1%86%E8%96%AF,55.0,0.03,21.0,0.9,0.03,14.0,0.1,0.3,0.6,12.6,13.0,0.11,0.8,0.86,0.23,0.0,0.0,0.07,0.4,111.0,24.0,85.2,5.5,0.16,Empty
葛,葛署，粉葛,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%91%9B,145.0,0.09,0.0,2.2,0.05,0.0,0.2,0.0,1.3,33.7,24.0,0.2,2.4,0.0,0.0,0.0,0.0,0.0,1.4,0.0,48.0,60.1,0.0,1.22,Empty
山药,薯蓣，大薯,Empty,蔬菜类,http://www.foodbk.com/wiki/%E5%B1%B1%E8%8D%AF,56.0,0.05,16.0,1.9,0.02,20.0,0.2,0.3,0.3,11.6,5.0,0.12,0.8,0.24,0.27,3.0,0.0,0.24,0.7,213.0,34.0,84.8,18.6,0.55,Empty
山药,Empty,干,蔬菜类,http://www.foodbk.com/wiki/%E5%B1%B1%E8%8D%AF,324.0,0.25,62.0,9.4,0.28,0.0,1.0,0.0,0.4,69.4,0.0,0.23,1.4,0.44,0.95,0.0,0.0,0.63,3.8,269.0,17.0,15.0,104.2,3.08,Empty
芋头,芋艿，毛芋,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%8A%8B%E5%A4%B4,79.0,0.06,36.0,2.2,0.05,23.0,0.2,0.7,1.0,17.1,6.0,0.3,1.0,0.45,0.49,27.0,0.0,0.37,0.9,378.0,55.0,78.6,33.1,1.45,Empty
槟榔芋,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E6%A7%9F%E6%A6%94%E8%8A%8B,87.0,0.03,45.0,3.0,0.04,25.0,0.1,0.3,1.4,18.6,6.0,0.0,1.1,0.0,0.0,0.0,0.0,0.02,0.8,0.0,33.0,76.4,0.0,1.92,Empty
姜,黄姜,Empty,蔬菜类,http://www.foodbk.com/wiki/%E5%A7%9C,41.0,0.02,27.0,1.3,0.03,44.0,0.6,0.8,1.4,7.6,4.0,3.2,2.7,0.0,0.34,28.0,0.0,0.14,0.8,295.0,25.0,87.0,14.9,0.56,Empty
姜,Empty,干,蔬菜类,http://www.foodbk.com/wiki/%E5%A7%9C,273.0,0.0,62.0,9.1,0.1,0.0,5.7,0.0,85.0,46.3,0.0,10.65,17.7,0.0,2.3,0.0,0.0,0.96,6.3,41.0,22.0,14.9,9.9,3.1,Empty
姜,嫩姜,子姜,蔬菜类,http://www.foodbk.com/wiki/%E5%A7%9C,19.0,0.0,9.0,0.7,0.01,24.0,0.6,0.3,0.8,2.8,2.0,3.38,0.9,0.0,0.17,0.0,0.0,0.03,0.5,160.0,11.0,94.5,1.9,0.1,Empty
洋姜,菊芋，鬼子姜,Empty,蔬菜类,http://www.foodbk.com/wiki/%E6%B4%8B%E5%A7%9C,56.0,0.01,23.0,2.4,0.1,24.0,0.0,1.4,7.2,11.5,5.0,0.21,4.3,0.88,0.34,0.0,0.0,0.19,1.0,458.0,27.0,80.8,11.5,1.31,Empty
艾蒿,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%89%BE%E8%92%BF,0.0,0.0,137.0,0.0,0.0,54.0,0.0,0.0,7.7,0.0,7.0,0.84,3.6,0.0,0.78,27.0,0.0,0.28,0.0,677.0,60.0,86.4,0.0,0.0,Empty
白花菜,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E7%99%BD%E8%8A%B1%E8%8F%9C,0.0,0.0,26.0,0.0,0.0,33.0,0.0,0.0,0.6,0.0,12.0,6.0,0.0,0.0,0.18,0.0,0.0,0.05,0.0,152.0,6.0,93.7,215.7,0.0,Empty
白花桔梗,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E7%99%BD%E8%8A%B1%E6%A1%94%E6%A2%97,0.0,0.0,44.0,0.0,0.0,41.0,0.0,0.0,3.1,0.0,36.0,0.02,2.9,3.67,0.21,0.0,0.0,0.05,0.0,146.0,106.0,80.9,12.2,0.0,Empty
白沙蒿,沙蒿,Empty,蔬菜类,http://www.foodbk.com/wiki/%E7%99%BD%E6%B2%99%E8%92%BF,52.0,0.31,305.0,4.3,0.0,0.0,0.9,0.8,16.4,6.6,8.0,0.0,1.9,0.0,0.0,733.0,0.0,0.0,2.3,0.0,82.0,84.0,0.0,0.0,Empty
白沙蒿籽,沙蒿籽,Empty,蔬菜类,http://www.foodbk.com/wiki/%E7%99%BD%E6%B2%99%E8%92%BF%E7%B1%BD,412.0,0.13,505.0,27.9,0.11,0.0,15.1,1.3,40.4,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,757.0,11.0,0.0,0.0,Empty
白薯叶,甘薯叶,Empty,蔬菜类,http://www.foodbk.com/wiki/%E7%99%BD%E8%96%AF%E5%8F%B6,58.0,0.13,174.0,4.8,0.28,66.0,0.7,1.4,3.4,8.0,56.0,1.41,1.0,0.0,0.32,995.0,0.0,0.64,1.5,495.0,40.0,84.0,41.6,0.0,Empty
百里香,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E7%99%BE%E9%87%8C%E9%A6%99,0.0,0.0,218.0,0.0,0.0,104.0,0.0,0.0,27.9,0.0,0.0,0.94,0.2,0.11,0.72,585.0,0.0,1.08,0.0,470.0,42.0,82.8,36.4,0.0,Empty
败酱,胭脂麻,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%B4%A5%E9%85%B1,54.0,0.0,235.0,1.5,0.16,80.0,1.0,0.0,3.6,9.8,52.0,16.41,7.5,0.0,1.02,1003.0,0.0,0.5,1.2,456.0,113.0,79.0,1.3,0.0,Empty
扁蓄菜,竹节草,Empty,蔬菜类,http://www.foodbk.com/wiki/%E6%89%81%E8%93%84%E8%8F%9C,71.0,0.0,50.0,6.0,0.58,0.0,0.6,0.0,0.0,10.3,158.0,0.0,2.1,0.0,0.0,1592.0,0.0,0.0,2.0,0.0,47.0,79.0,0.0,0.0,Empty
朝鲜蓟,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E6%9C%9D%E9%B2%9C%E8%93%9F,52.0,0.08,255.0,2.7,0.06,47.0,0.2,0.8,1.6,9.8,11.0,0.66,1.1,0.0,0.44,13.0,0.0,0.07,0.8,220.0,88.0,85.4,164.5,0.0,Empty
刺儿菜,小蓟，蓟蓟菜,Empty,蔬菜类,http://www.foodbk.com/wiki/%E5%88%BA%E5%84%BF%E8%8F%9C,38.0,0.04,252.0,4.5,0.33,36.0,0.4,2.2,2.3,4.1,44.0,0.2,1.8,0.01,0.24,998.0,0.0,0.37,2.2,253.0,40.0,87.0,0.2,0.0,Empty
刺楸,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E5%88%BA%E6%A5%B8,0.0,0.0,495.0,0.0,0.0,109.0,0.0,0.0,6.5,0.0,4.0,6.13,8.1,0.0,1.36,0.0,0.0,0.65,0.0,1641.0,125.0,53.9,0.0,0.0,Empty
达乌里胡枝子,牛枝子，豆豆苗,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%BE%BE%E4%B9%8C%E9%87%8C%E8%83%A1%E6%9E%9D%E5%AD%90,105.0,0.0,300.0,7.0,0.0,0.0,1.0,0.0,0.0,17.1,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,61.0,67.0,0.0,0.0,Empty
达乌里胡枝子籽,牛枝子籽，豆豆苗籽,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%BE%BE%E4%B9%8C%E9%87%8C%E8%83%A1%E6%9E%9D%E5%AD%90%E7%B1%BD,345.0,0.83,392.0,36.8,0.34,0.0,8.3,3.0,4.9,30.8,0.0,0.0,10.9,0.0,0.0,0.0,0.0,0.0,3.2,0.0,486.0,10.0,0.0,0.0,Empty
大玻璃草叶,大车前,Empty,蔬菜类,http://www.foodbk.com/wiki/%E5%A4%A7%E7%8E%BB%E7%92%83%E8%8D%89%E5%8F%B6,43.0,0.04,443.0,4.4,0.22,0.0,0.3,1.4,21.9,5.7,6.0,0.0,3.1,0.0,0.0,760.0,0.0,0.0,3.5,0.0,64.0,83.0,0.0,0.0,Empty
大巢菜,野苕子，野豌豆,Empty,蔬菜类,http://www.foodbk.com/wiki/%E5%A4%A7%E5%B7%A2%E8%8F%9C,52.0,0.0,270.0,3.8,0.0,0.0,0.5,0.0,0.0,8.1,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,2.1,0.0,70.0,80.0,0.0,0.0,Empty
大蓟叶,飞廉叶,Empty,蔬菜类,http://www.foodbk.com/wiki/%E5%A4%A7%E8%93%9F%E5%8F%B6,35.0,0.0,0.0,1.5,0.32,0.0,1.4,0.0,0.0,4.1,31.0,0.0,1.4,0.0,0.0,508.0,0.0,0.0,0.6,0.0,0.0,91.0,0.0,0.0,Empty
地肤,益明，扫帚苗,Empty,蔬菜类,http://www.foodbk.com/wiki/%E5%9C%B0%E8%82%A4,61.0,0.15,281.0,5.2,0.31,118.0,0.8,1.6,6.5,8.2,39.0,0.42,2.2,0.0,0.52,953.0,0.0,0.25,4.6,702.0,66.0,79.0,62.4,0.0,Empty
地笋,地古牛，地瓜儿苗叶,Empty,蔬菜类,http://www.foodbk.com/wiki/%E5%9C%B0%E7%AC%8B,60.0,0.04,297.0,4.3,0.25,25.0,0.7,1.4,4.4,9.0,7.0,0.26,4.7,0.0,0.93,1055.0,0.0,0.43,2.3,416.0,62.0,79.0,0.0,0.0,Empty
豆腐柴,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%B1%86%E8%85%90%E6%9F%B4,0.0,0.0,126.0,0.0,0.0,38.0,0.0,0.0,6.2,0.0,2.0,12.68,7.8,0.0,1.36,0.0,0.0,0.22,0.0,444.0,97.0,82.1,0.0,0.0,Empty
独行菜,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E7%8B%AC%E8%A1%8C%E8%8F%9C,0.0,0.0,188.0,0.0,0.0,42.0,0.0,0.0,4.7,0.0,55.0,0.36,1.6,0.23,0.9,655.0,0.0,0.06,0.0,335.0,124.0,86.0,120.8,0.0,Empty
独行菜,Empty,宽,蔬菜类,http://www.foodbk.com/wiki/%E7%8B%AC%E8%A1%8C%E8%8F%9C,0.0,0.0,183.0,0.0,0.0,38.0,0.0,0.0,5.6,0.0,45.0,0.42,1.7,0.27,1.21,595.0,0.0,0.09,0.0,416.0,119.0,86.4,142.5,0.0,Empty
番杏,夏菠菜，新西兰菠菜,Empty,蔬菜类,http://www.foodbk.com/wiki/%E7%95%AA%E6%9D%8F,0.0,0.0,97.0,0.0,0.0,44.0,0.0,0.0,1.4,0.0,46.0,0.55,2.1,0.0,0.33,425.0,0.0,0.06,0.0,221.0,37.0,91.4,28.0,0.0,Empty
胡枝子,山豆子,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%83%A1%E6%9E%9D%E5%AD%90,117.0,0.0,0.0,5.3,0.0,0.0,2.2,0.0,0.0,19.1,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,61.0,0.0,0.0,Empty
草菇,大黑头细花草,Empty,菌藻类,http://www.foodbk.com/wiki/%E8%8D%89%E8%8F%87,23.0,0.08,17.0,2.7,0.34,21.0,0.2,8.0,1.3,2.7,0.0,0.09,1.6,0.4,0.6,0.0,0.0,0.4,0.5,179.0,33.0,92.3,73.0,0.02,Empty
大红菇,草质红菇,干,菌藻类,http://www.foodbk.com/wiki/%E5%A4%A7%E7%BA%A2%E8%8F%87,200.0,0.26,1.0,24.4,6.9,30.0,2.8,19.5,7.5,19.3,2.0,0.91,31.6,0.0,3.5,13.0,0.0,2.3,6.4,228.0,523.0,15.5,1.7,10.64,Empty
地衣,Empty,水浸,菌藻类,http://www.foodbk.com/wiki/%E5%9C%B0%E8%A1%A3,6.0,0.02,14.0,1.5,0.28,275.0,0.0,0.5,21.1,0.0,0.0,7.74,1.8,2.24,5.0,37.0,0.0,1.13,1.0,102.0,53.0,96.4,10.7,9.54,Empty
冬菇,毛柄金线菌,干,菌藻类,http://www.foodbk.com/wiki/%E5%86%AC%E8%8F%87,212.0,0.17,55.0,17.8,1.4,104.0,1.3,24.4,10.5,32.3,5.0,5.02,32.3,3.47,4.2,5.0,0.0,0.45,2.9,1155.0,469.0,13.4,20.4,7.45,Empty
猴头菇,Empty,罐装,菌藻类,http://www.foodbk.com/wiki/%E7%8C%B4%E5%A4%B4%E8%8F%87,13.0,0.01,19.0,2.0,0.04,5.0,0.2,0.2,2.8,0.7,4.0,0.03,4.2,0.46,0.4,0.0,0.0,0.06,0.6,8.0,37.0,92.3,175.2,1.28,Empty
黄蘑,Empty,干,菌藻类,http://www.foodbk.com/wiki/%E9%BB%84%E8%98%91,166.0,0.15,11.0,16.4,1.0,91.0,1.5,5.8,22.5,21.8,0.0,3.09,18.3,1.26,5.26,12.0,0.0,0.46,2.7,1953.0,194.0,39.3,6.1,1.09,Empty
黄蘑,Empty,水发,菌藻类,http://www.foodbk.com/wiki/%E9%BB%84%E8%98%91,21.0,0.04,3.0,4.3,0.26,24.0,0.4,1.5,5.9,0.0,0.0,0.81,4.8,0.33,1.38,0.0,0.0,0.21,0.7,512.0,51.0,90.1,1.6,0.29,Empty
金针菇,智力菇,Empty,菌藻类,http://www.foodbk.com/wiki/%E9%87%91%E9%92%88%E8%8F%87,26.0,0.15,0.0,2.4,0.19,17.0,0.4,4.1,1.4,3.3,2.0,0.1,2.7,1.14,0.39,5.0,0.0,0.14,1.0,195.0,97.0,90.2,4.3,0.28,Empty
金针菇,Empty,罐装,菌藻类,http://www.foodbk.com/wiki/%E9%87%91%E9%92%88%E8%8F%87,21.0,0.01,14.0,1.0,0.01,7.0,0.0,0.6,1.1,4.2,0.0,0.0,2.5,0.98,0.34,0.0,0.0,0.01,0.7,17.0,23.0,91.6,238.2,0.48,Empty
口蘑,Empty,白蘑,菌藻类,http://www.foodbk.com/wiki/%E5%8F%A3%E8%98%91,242.0,0.07,169.0,38.7,0.08,167.0,3.3,44.3,19.4,14.4,0.0,5.96,17.2,8.57,9.04,0.0,0.0,5.88,17.2,3106.0,1655.0,9.2,5.2,0.0,Empty
蘑菇,Empty,鲜蘑,菌藻类,http://www.foodbk.com/wiki/%E8%98%91%E8%8F%87,20.0,0.08,6.0,2.7,0.35,11.0,0.1,4.0,1.2,2.0,2.0,0.11,2.1,0.56,0.92,2.0,0.0,0.49,0.7,312.0,94.0,92.4,8.3,0.55,Empty
蘑菇,Empty,干,菌藻类,http://www.foodbk.com/wiki/%E8%98%91%E8%8F%87,252.0,0.1,127.0,21.0,1.1,94.0,4.6,30.7,51.3,31.7,5.0,1.53,21.0,6.18,6.29,273.0,0.0,1.05,8.0,1225.0,357.0,13.7,23.3,39.18,Empty
木耳,黑木耳，云耳,干,菌藻类,http://www.foodbk.com/wiki/%E6%9C%A8%E8%80%B3,205.0,0.17,247.0,12.1,0.44,152.0,1.5,2.5,97.4,35.7,0.0,8.86,29.9,11.34,3.18,17.0,0.0,0.32,5.3,757.0,292.0,15.5,48.5,3.72,Empty
木耳,黑木耳，云耳,水发,菌藻类,http://www.foodbk.com/wiki/%E6%9C%A8%E8%80%B3,21.0,0.01,34.0,1.5,0.05,57.0,0.2,0.2,5.5,3.4,1.0,0.97,2.6,7.51,0.53,3.0,0.0,0.04,0.5,52.0,12.0,91.8,8.5,0.46,Empty
平菇,糙皮侧耳，青蘑,Empty,菌藻类,http://www.foodbk.com/wiki/%E5%B9%B3%E8%8F%87,20.0,0.06,5.0,1.9,0.16,14.0,0.3,3.1,1.0,2.3,4.0,0.07,2.3,0.79,0.61,2.0,0.0,0.08,0.7,258.0,86.0,92.5,3.8,1.07,Empty
普中红蘑,Empty,干,菌藻类,http://www.foodbk.com/wiki/%E6%99%AE%E4%B8%AD%E7%BA%A2%E8%98%91,214.0,0.0,14.0,18.4,1.16,0.0,0.7,0.0,235.1,33.5,0.0,3.75,24.6,0.0,3.14,0.0,0.0,0.51,10.5,169.0,35.0,12.3,4.3,91.7,Empty
双孢蘑菇,洋蘑菇,Empty,菌藻类,http://www.foodbk.com/wiki/%E5%8F%8C%E5%AD%A2%E8%98%91%E8%8F%87,23.0,0.0,2.0,4.2,0.27,9.0,0.1,3.2,0.9,1.2,0.0,0.1,1.5,0.0,6.6,0.0,0.0,0.45,0.6,307.0,43.0,92.4,2.0,6.99,Empty
松蘑,松口蘑，松茸,干,菌藻类,http://www.foodbk.com/wiki/%E6%9D%BE%E8%98%91,112.0,0.01,14.0,20.3,1.48,0.0,3.2,0.0,86.0,0.4,0.0,1.63,47.8,3.09,6.22,0.0,0.0,10.3,12.2,93.0,50.0,16.1,4.3,98.44,Empty
香菇,香蕈，冬菇,Empty,菌藻类,http://www.foodbk.com/wiki/%E9%A6%99%E8%8F%87,19.0,0.0,2.0,2.2,0.08,11.0,0.3,2.0,0.3,1.9,1.0,0.25,3.3,0.0,0.66,0.0,0.0,0.12,0.6,20.0,53.0,91.7,1.4,2.58,Empty
香菇,香蕈，冬菇,干,菌藻类,http://www.foodbk.com/wiki/%E9%A6%99%E8%8F%87,211.0,0.19,83.0,20.0,1.26,147.0,1.2,20.5,10.5,30.1,5.0,5.47,31.6,0.66,8.57,3.0,0.0,1.03,4.8,464.0,258.0,12.3,11.2,6.42,Empty
香杏丁蘑,Empty,干，大,菌藻类,http://www.foodbk.com/wiki/%E9%A6%99%E6%9D%8F%E4%B8%81%E8%98%91,207.0,0.0,17.0,22.4,3.11,0.0,0.2,0.0,113.2,29.0,0.0,2.84,24.9,0.0,7.78,0.0,0.0,5.11,9.4,238.0,73.0,14.1,43.4,15.3,Empty
香杏片口蘑,Empty,干,菌藻类,http://www.foodbk.com/wiki/%E9%A6%99%E6%9D%8F%E7%89%87%E5%8F%A3%E8%98%91,207.0,0.0,15.0,33.4,1.9,0.0,1.5,0.0,137.5,15.0,0.0,3.26,22.6,0.0,7.83,0.0,0.0,2.61,12.4,227.0,77.0,15.1,21.0,0.0,Empty
羊肚菌,干狼肚,Empty,菌藻类,http://www.foodbk.com/wiki/%E7%BE%8A%E8%82%9A%E8%8F%8C,295.0,0.1,87.0,26.9,2.25,117.0,7.1,8.8,30.7,30.8,3.0,2.49,12.9,3.58,12.11,178.0,0.0,2.34,8.0,1726.0,1193.0,14.3,33.6,4.82,Empty
银耳,白木耳,干,菌藻类,http://www.foodbk.com/wiki/%E9%93%B6%E8%80%B3,200.0,0.05,36.0,10.0,0.25,54.0,1.4,5.3,4.1,36.9,0.0,0.17,30.4,1.26,3.03,8.0,0.0,0.08,6.7,1588.0,369.0,14.6,82.1,2.95,Empty
珍珠白蘑,Empty,干,菌藻类,http://www.foodbk.com/wiki/%E7%8F%8D%E7%8F%A0%E7%99%BD%E8%98%91,212.0,0.0,24.0,18.3,0.02,0.0,0.7,0.0,189.8,33.0,0.0,4.79,23.3,0.0,3.55,0.0,0.0,1.03,12.6,284.0,28.0,12.1,4.4,78.52,Empty
榛蘑,假蜜环菌,干,菌藻类,http://www.foodbk.com/wiki/%E6%A6%9B%E8%98%91,157.0,0.01,11.0,9.5,0.69,109.0,3.7,7.5,25.1,21.5,0.0,4.13,10.4,3.34,6.79,7.0,0.0,1.45,3.8,2493.0,286.0,51.1,51.3,2.65,Empty
榛蘑,Empty,水发,菌藻类,http://www.foodbk.com/wiki/%E6%A6%9B%E8%98%91,46.0,0.0,3.0,2.8,0.2,32.0,1.1,2.2,7.4,6.3,0.0,1.21,3.1,0.98,1.99,0.0,0.0,0.43,1.1,732.0,84.0,85.6,15.1,0.78,Empty
发菜,仙菜,干,菌藻类,http://www.foodbk.com/wiki/%E5%8F%91%E8%8F%9C,189.0,0.15,1048.0,20.2,0.54,129.0,0.5,0.9,85.2,25.8,6.0,3.29,35.0,0.07,1.68,0.0,0.0,0.93,7.4,217.0,76.0,11.1,100.7,5.23,Empty
海带,江白菜,Empty,菌藻类,http://www.foodbk.com/wiki/%E6%B5%B7%E5%B8%A6,12.0,0.02,46.0,1.2,0.15,25.0,0.1,1.3,0.9,1.6,0.0,0.07,0.5,1.85,0.16,0.0,0.0,0.0,2.2,246.0,22.0,94.4,8.6,9.54,Empty
海带,江白菜，昆布,干,菌藻类,http://www.foodbk.com/wiki/%E6%B5%B7%E5%B8%A6,77.0,0.01,348.0,1.8,0.1,129.0,0.1,0.8,4.7,17.3,0.0,1.14,6.1,0.85,0.65,40.0,0.0,0.14,4.2,761.0,52.0,70.5,327.4,5.84,Empty
海带,江白菜，昆布,浸,菌藻类,http://www.foodbk.com/wiki/%E6%B5%B7%E5%B8%A6,14.0,0.02,241.0,1.1,0.1,61.0,0.1,0.9,3.3,2.1,0.0,1.47,0.9,0.08,0.66,52.0,0.0,0.03,1.7,222.0,29.0,94.1,107.6,4.9,Empty
海冻菜,石花菜，冻菜,Empty,菌藻类,http://www.foodbk.com/wiki/%E6%B5%B7%E5%86%BB%E8%8F%9C,314.0,0.06,167.0,5.4,0.2,15.0,0.1,3.3,2.0,72.9,0.0,0.04,0.0,14.84,1.94,0.0,0.0,0.12,6.0,141.0,209.0,15.6,380.8,15.19,Empty
琼脂,紫菜胶洋粉,Empty,菌藻类,http://www.foodbk.com/wiki/%E7%90%BC%E8%84%82,311.0,0.0,100.0,1.1,0.0,70.0,0.2,0.0,7.0,76.2,0.0,1.4,0.1,0.0,6.25,0.0,0.0,0.3,1.3,11.0,7.0,21.1,3.3,2.1,Empty
苔菜,苔条，条浒苔,干,菌藻类,http://www.foodbk.com/wiki/%E8%8B%94%E8%8F%9C,148.0,0.35,185.0,19.0,0.4,1257.0,0.4,4.0,283.7,17.2,0.0,0.0,9.1,0.0,3.56,0.0,0.0,1.11,30.6,410.0,302.0,23.7,4955.0,5.59,Empty
