食物,别名,特征,分类,Wiki百科,热量(千卡),硫胺素(毫克),钙(毫克),蛋白质(克),核黄素(毫克),镁(毫克),脂肪(克),烟酸(毫克),铁(毫克),碳水化合物(克),维生素C(毫克),锰(毫克),膳食纤维(克),维生素E(毫克),锌(毫克),维生素A(微克),胆固醇(毫克),铜(毫克),胡罗卜素(微克),钾(毫克),磷(毫克),视黄醇当量(微克),钠(毫克),硒(微克),备注
苦瓜,凉瓜，癞瓜,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%8B%A6%E7%93%9C,19.0,0.03,14.0,1.0,0.03,18.0,0.1,0.4,0.7,3.5,56.0,0.16,1.4,0.85,0.36,17.0,0.0,0.06,0.6,256.0,35.0,93.4,2.5,0.36,Empty
南瓜,倭瓜，番瓜,Empty,蔬菜类,http://www.foodbk.com/wiki/%E5%8D%97%E7%93%9C,22.0,0.03,16.0,0.7,0.04,8.0,0.1,0.4,0.4,4.5,8.0,0.08,0.8,0.36,0.14,148.0,0.0,0.03,0.4,145.0,24.0,93.5,0.8,0.46,Empty
南瓜粉,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E5%8D%97%E7%93%9C%E7%B2%89,320.0,0.04,171.0,7.1,0.7,18.0,2.1,12.5,27.8,68.1,7.0,0.69,11.5,26.61,1.4,10.0,0.0,0.9,5.0,411.0,307.0,6.2,83.6,2.3,Empty
蛇瓜,蛇豆，大豆角,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%9B%87%E7%93%9C,15.0,0.1,191.0,1.5,0.03,47.0,0.1,0.1,1.2,1.9,4.0,0.16,2.0,0.0,0.42,3.0,0.0,0.04,0.4,763.0,14.0,94.1,2.2,0.3,Empty
丝瓜,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E4%B8%9D%E7%93%9C,20.0,0.02,14.0,1.0,0.04,11.0,0.2,0.4,0.4,3.6,5.0,0.06,0.6,0.22,0.21,15.0,0.0,0.06,0.3,115.0,29.0,94.3,2.6,0.86,Empty
笋瓜,生瓜,Empty,蔬菜类,http://www.foodbk.com/wiki/%E7%AC%8B%E7%93%9C,12.0,0.04,14.0,0.5,0.02,7.0,0.0,0.0,0.6,2.4,5.0,0.05,0.7,0.29,0.09,17.0,0.0,0.03,0.3,96.0,27.0,96.1,0.0,0.0,Empty
西葫芦,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%A5%BF%E8%91%AB%E8%8A%A6,18.0,0.01,15.0,0.8,0.03,9.0,0.2,0.2,0.3,3.2,6.0,0.04,0.6,0.34,0.12,5.0,0.0,0.03,0.3,92.0,17.0,94.9,5.0,0.28,Empty
面西胡瓜,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E9%9D%A2%E8%A5%BF%E8%83%A1%E7%93%9C,10.0,0.01,14.0,0.8,0.02,12.0,0.0,0.1,0.8,1.8,0.0,0.06,0.0,0.0,0.25,97.0,0.0,0.08,0.4,70.0,3.0,97.0,0.6,0.1,Empty
小西胡瓜,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E5%B0%8F%E8%A5%BF%E8%83%A1%E7%93%9C,22.0,0.0,5.0,0.7,0.01,0.0,0.0,0.0,0.2,4.8,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.04,0.1,18.0,6.0,94.4,1.7,1.0,Empty
大蒜,蒜头,Empty,蔬菜类,http://www.foodbk.com/wiki/%E5%A4%A7%E8%92%9C,126.0,0.04,39.0,4.5,0.06,21.0,0.2,0.6,1.2,26.5,7.0,0.29,1.1,1.07,0.88,5.0,0.0,0.22,1.1,302.0,117.0,66.6,19.6,3.09,Empty
大蒜,Empty,脱水,蔬菜类,http://www.foodbk.com/wiki/%E5%A4%A7%E8%92%9C,339.0,0.29,65.0,13.2,0.0,61.0,0.3,0.0,6.6,70.9,79.0,0.63,4.5,0.0,1.98,0.0,0.0,0.99,3.8,798.0,297.0,7.3,36.8,19.3,Empty
大蒜,Empty,紫皮,蔬菜类,http://www.foodbk.com/wiki/%E5%A4%A7%E8%92%9C,136.0,0.29,10.0,5.2,0.06,28.0,0.2,0.8,1.3,28.4,7.0,0.24,1.2,0.68,0.64,3.0,0.0,0.11,1.2,437.0,129.0,63.8,8.3,5.54,Empty
青蒜,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E9%9D%92%E8%92%9C,30.0,0.06,24.0,2.4,0.04,17.0,0.3,0.6,0.8,4.5,16.0,0.15,1.7,0.8,0.23,98.0,0.0,0.05,0.7,168.0,25.0,90.4,9.3,1.27,Empty
蒜黄,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%92%9C%E9%BB%84,21.0,0.05,24.0,2.5,0.07,16.0,0.2,0.6,1.3,2.4,18.0,0.25,1.4,0.52,0.33,47.0,0.0,0.09,0.5,168.0,58.0,93.0,7.8,0.79,Empty
蒜苗,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%92%9C%E8%8B%97,37.0,0.11,29.0,2.1,0.08,18.0,0.4,0.5,1.4,6.2,35.0,0.17,1.8,0.81,0.46,47.0,0.0,0.05,0.6,226.0,44.0,88.9,5.1,1.24,Empty
蒜苔,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%92%9C%E8%8B%94,61.0,0.04,19.0,2.0,0.07,28.0,0.1,0.2,4.2,12.9,1.0,0.32,2.5,1.04,1.04,80.0,0.0,0.03,0.7,161.0,52.0,81.8,3.8,2.17,Empty
大葱,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E5%A4%A7%E8%91%B1,30.0,0.03,29.0,1.7,0.05,19.0,0.3,0.5,0.7,5.2,17.0,0.28,1.3,0.3,0.4,10.0,0.0,0.08,0.5,144.0,38.0,91.0,4.8,0.67,Empty
大葱,Empty,红皮,蔬菜类,http://www.foodbk.com/wiki/%E5%A4%A7%E8%91%B1,46.0,0.01,24.0,2.4,0.12,18.0,0.1,0.5,0.0,8.9,8.0,0.1,1.3,0.0,0.13,8.0,0.0,0.34,1.1,329.0,53.0,86.2,3.4,6.86,Empty
分葱,四季葱，菜葱,Empty,蔬菜类,http://www.foodbk.com/wiki/%E5%88%86%E8%91%B1,33.0,0.0,85.0,2.2,0.18,21.0,0.7,0.6,0.9,4.4,24.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,226.0,32.0,91.7,7.7,0.0,Empty
细香葱,香葱，四季葱,Empty,蔬菜类,http://www.foodbk.com/wiki/%E7%BB%86%E9%A6%99%E8%91%B1,37.0,0.04,54.0,2.5,0.0,0.0,0.3,0.5,2.2,6.1,14.0,0.0,1.1,0.0,0.0,77.0,0.0,0.0,0.0,0.0,61.0,90.0,0.0,0.0,Empty
小葱,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E5%B0%8F%E8%91%B1,24.0,0.05,72.0,1.6,0.06,18.0,0.4,0.4,1.3,3.5,21.0,0.16,1.4,0.49,0.35,140.0,0.0,0.06,0.4,143.0,26.0,92.7,10.4,1.06,Empty
洋葱,葱头,Empty,蔬菜类,http://www.foodbk.com/wiki/%E6%B4%8B%E8%91%B1,39.0,0.03,24.0,1.1,0.03,15.0,0.2,0.3,0.6,8.1,8.0,0.14,0.9,0.14,0.23,3.0,0.0,0.05,0.5,147.0,39.0,89.2,4.4,0.92,Empty
洋葱,Empty,白皮，脱水,蔬菜类,http://www.foodbk.com/wiki/%E6%B4%8B%E8%91%B1,330.0,0.16,186.0,5.5,0.16,49.0,0.4,1.0,0.9,76.2,22.0,0.62,5.7,0.0,1.02,5.0,0.0,0.45,3.1,740.0,78.0,9.1,31.7,3.91,Empty
洋葱,Empty,紫皮，脱水,蔬菜类,http://www.foodbk.com/wiki/%E6%B4%8B%E8%91%B1,324.0,0.2,351.0,6.9,0.14,132.0,0.4,1.0,6.2,73.1,5.0,0.78,7.5,0.0,1.13,3.0,0.0,0.55,3.0,912.0,162.0,9.1,77.4,1.83,Empty
韭菜,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E9%9F%AD%E8%8F%9C,26.0,0.02,42.0,2.4,0.09,25.0,0.4,0.8,1.6,3.2,24.0,0.43,1.4,0.96,0.43,235.0,0.0,0.08,0.8,247.0,38.0,91.8,8.1,1.38,Empty
韭黄,韭芽,Empty,蔬菜类,http://www.foodbk.com/wiki/%E9%9F%AD%E9%BB%84,22.0,0.03,25.0,2.3,0.05,12.0,0.2,0.7,1.7,2.7,15.0,0.17,1.2,0.34,0.33,43.0,0.0,0.1,0.4,192.0,48.0,93.2,6.9,0.76,Empty
韭苔,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E9%9F%AD%E8%8B%94,33.0,0.04,11.0,2.2,0.07,22.0,0.1,0.2,4.2,5.9,1.0,0.18,1.9,0.96,1.34,80.0,0.0,0.05,0.5,121.0,29.0,89.4,1.0,2.28,Empty
薤,皎头,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%96%A4,0.0,0.0,160.0,0.0,0.0,39.0,0.0,0.0,3.6,0.0,27.0,0.34,0.3,0.11,0.58,560.0,0.0,0.28,0.0,120.0,58.0,81.4,0.0,0.0,Empty
薤白,小根蒜，山蒜，团蒜,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%96%A4%E7%99%BD,122.0,0.08,100.0,3.4,0.14,0.0,0.4,1.0,4.6,26.2,36.0,0.0,0.9,0.0,0.0,15.0,0.0,0.0,1.1,0.0,53.0,68.0,0.0,0.0,Empty
大白菜,Empty,均值,蔬菜类,http://www.foodbk.com/wiki/%E5%A4%A7%E7%99%BD%E8%8F%9C,17.0,0.04,50.0,1.5,0.05,11.0,0.1,0.6,0.7,2.4,31.0,0.15,0.8,0.76,0.38,20.0,0.0,0.05,0.6,0.0,31.0,94.6,57.5,0.49,Empty
大白菜,黄芽白,白梗,蔬菜类,http://www.foodbk.com/wiki/%E5%A4%A7%E7%99%BD%E8%8F%9C,21.0,0.06,69.0,1.7,0.07,12.0,0.2,0.8,0.5,3.1,47.0,0.21,0.6,0.92,0.21,42.0,0.0,0.03,0.8,130.0,30.0,93.6,89.3,0.33,Empty
大白菜,Empty,青白口,蔬菜类,http://www.foodbk.com/wiki/%E5%A4%A7%E7%99%BD%E8%8F%9C,15.0,0.03,35.0,1.4,0.04,9.0,0.1,0.4,0.6,2.1,28.0,0.16,0.9,0.36,0.61,13.0,0.0,0.04,0.4,90.0,28.0,95.1,48.4,0.39,Empty
大白菜,Empty,小白口,蔬菜类,http://www.foodbk.com/wiki/%E5%A4%A7%E7%99%BD%E8%8F%9C,14.0,0.02,45.0,1.3,0.03,11.0,0.1,0.5,0.9,1.9,19.0,0.17,0.9,0.21,0.31,5.0,0.0,0.07,0.6,137.0,35.0,95.2,34.8,0.75,Empty
白菜,Empty,脱水,蔬菜类,http://www.foodbk.com/wiki/%E7%99%BD%E8%8F%9C,286.0,0.24,908.0,6.2,0.0,219.0,0.8,4.8,13.8,63.5,187.0,2.65,9.4,0.0,4.68,0.0,0.0,0.87,10.1,2269.0,485.0,10.0,492.5,6.33,Empty
酸白菜,酸菜,Empty,蔬菜类,http://www.foodbk.com/wiki/%E9%85%B8%E7%99%BD%E8%8F%9C,14.0,0.02,48.0,1.1,0.02,21.0,0.2,0.6,1.6,1.9,2.0,0.07,0.5,0.86,0.36,5.0,0.0,0.04,1.1,104.0,38.0,95.2,43.1,1.27,Empty
小白菜,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E5%B0%8F%E7%99%BD%E8%8F%9C,15.0,0.02,90.0,1.5,0.09,18.0,0.3,0.7,1.9,1.6,28.0,0.27,1.1,0.7,0.51,280.0,0.0,0.08,1.0,178.0,36.0,94.5,73.5,1.17,Empty
白菜薹,菜薹，菜心,Empty,蔬菜类,http://www.foodbk.com/wiki/%E7%99%BD%E8%8F%9C%E8%96%B9,25.0,0.05,96.0,2.8,0.08,19.0,0.5,1.2,2.8,2.3,44.0,0.41,1.7,0.52,0.87,160.0,0.0,0.18,1.4,236.0,54.0,91.3,26.0,6.68,Empty
红菜薹,紫菜薹,Empty,蔬菜类,http://www.foodbk.com/wiki/%E7%BA%A2%E8%8F%9C%E8%96%B9,41.0,0.05,26.0,2.9,0.04,15.0,2.5,0.9,2.5,1.8,57.0,0.0,0.9,0.51,0.9,13.0,0.0,0.12,0.8,221.0,60.0,91.1,1.5,8.43,Empty
瓢儿白,瓢儿菜,Empty,蔬菜类,http://www.foodbk.com/wiki/%E7%93%A2%E5%84%BF%E7%99%BD,15.0,0.0,59.0,1.7,0.03,91.0,0.2,0.5,1.8,1.6,10.0,0.19,1.6,0.0,0.54,200.0,0.0,0.06,0.8,245.0,36.0,94.1,56.9,3.4,Empty
乌菜,乌塌菜，塌棵菜,Empty,蔬菜类,http://www.foodbk.com/wiki/%E4%B9%8C%E8%8F%9C,25.0,0.06,186.0,2.6,0.11,24.0,0.4,1.1,3.0,2.8,45.0,0.36,1.4,1.16,0.7,168.0,0.0,0.13,1.0,154.0,53.0,91.8,115.5,0.5,Empty
油菜,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E6%B2%B9%E8%8F%9C,23.0,0.04,108.0,1.8,0.11,22.0,0.5,0.7,1.2,2.7,36.0,0.23,1.1,0.88,0.33,103.0,0.0,0.06,1.0,210.0,39.0,92.9,55.8,0.79,Empty
油菜,Empty,黑,蔬菜类,http://www.foodbk.com/wiki/%E6%B2%B9%E8%8F%9C,17.0,0.01,191.0,1.8,0.1,34.0,0.2,0.0,5.9,2.0,24.0,1.09,0.9,0.94,1.27,243.0,0.0,0.0,1.0,143.0,34.0,94.1,98.8,0.0,Empty
油菜,Empty,脱水,蔬菜类,http://www.foodbk.com/wiki/%E6%B2%B9%E8%8F%9C,299.0,0.33,596.0,7.6,0.19,105.0,0.6,10.5,19.3,65.7,124.0,1.28,8.6,7.73,4.78,577.0,0.0,3.06,8.5,635.0,182.0,9.0,405.3,13.14,Empty
油菜,Empty,小,蔬菜类,http://www.foodbk.com/wiki/%E6%B2%B9%E8%8F%9C,11.0,0.01,153.0,1.3,0.08,27.0,0.2,0.0,3.9,0.9,7.0,0.13,0.7,0.76,0.87,243.0,0.0,0.0,0.9,157.0,41.0,96.0,53.0,0.0,Empty
油菜薹,菜薹,Empty,蔬菜类,http://www.foodbk.com/wiki/%E6%B2%B9%E8%8F%9C%E8%96%B9,20.0,0.08,156.0,3.2,0.07,27.0,0.4,0.8,2.8,1.0,65.0,0.45,2.0,0.89,0.72,90.0,0.0,0.18,1.0,192.0,51.0,92.4,83.2,0.82,Empty
甘蓝,圆白菜，卷心菜,Empty,蔬菜类,http://www.foodbk.com/wiki/%E7%94%98%E8%93%9D,22.0,0.03,49.0,1.5,0.03,12.0,0.2,0.4,0.6,3.6,40.0,0.18,1.0,0.5,0.25,12.0,0.0,0.04,0.5,124.0,26.0,93.2,27.2,0.96,Empty
菜花,花椰菜,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%8F%9C%E8%8A%B1,24.0,0.03,23.0,2.1,0.08,18.0,0.2,0.6,1.1,3.4,61.0,0.17,1.2,0.43,0.38,5.0,0.0,0.05,0.7,200.0,47.0,92.4,31.6,0.73,Empty
菜花,脱水花椰菜,脱水,蔬菜类,http://www.foodbk.com/wiki/%E8%8F%9C%E8%8A%B1,286.0,0.21,185.0,6.5,0.18,99.0,0.6,7.4,6.4,63.6,82.0,1.08,13.2,0.0,2.15,0.0,0.0,0.79,6.3,554.0,182.0,9.8,264.3,5.59,Empty
西兰花,绿菜花,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%A5%BF%E5%85%B0%E8%8A%B1,33.0,0.09,67.0,4.1,0.13,17.0,0.6,0.9,1.0,2.7,51.0,0.24,1.6,0.91,0.78,1202.0,0.0,0.03,0.7,17.0,72.0,90.3,18.8,0.7,Empty
芥菜,雪里红，雪菜,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%8A%A5%E8%8F%9C,24.0,0.03,230.0,2.0,0.11,24.0,0.4,0.5,3.2,3.1,31.0,0.42,1.6,0.74,0.7,52.0,0.0,0.08,1.4,281.0,47.0,91.5,30.5,0.7,Empty
芥菜,盖菜,大叶,蔬菜类,http://www.foodbk.com/wiki/%E8%8A%A5%E8%8F%9C,14.0,0.02,28.0,1.8,0.11,18.0,0.4,0.5,1.0,0.8,72.0,0.7,1.2,0.64,0.41,283.0,0.0,0.1,1.2,224.0,36.0,94.6,29.0,0.53,Empty
芥菜,青头菜,茎用,蔬菜类,http://www.foodbk.com/wiki/%E8%8A%A5%E8%8F%9C,7.0,0.0,23.0,1.3,0.02,5.0,0.2,0.3,0.7,0.0,7.0,0.1,2.8,1.29,0.25,47.0,0.0,0.05,0.7,316.0,35.0,95.0,41.1,0.95,Empty
芥菜,小芥菜,小叶,蔬菜类,http://www.foodbk.com/wiki/%E8%8A%A5%E8%8F%9C,24.0,0.05,80.0,2.5,0.1,23.0,0.4,0.7,1.5,2.6,51.0,0.33,1.0,2.06,0.5,242.0,0.0,0.06,0.9,210.0,40.0,92.6,38.9,0.28,Empty
芥蓝,甘蓝菜，盖蓝菜,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%8A%A5%E8%93%9D,19.0,0.02,128.0,2.8,0.09,18.0,0.4,1.0,2.0,1.0,76.0,0.53,1.6,0.96,1.3,575.0,0.0,0.11,1.0,104.0,50.0,93.2,50.5,0.88,Empty
菠菜,赤根菜,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%8F%A0%E8%8F%9C,24.0,0.04,66.0,2.6,0.11,58.0,0.3,0.6,2.9,2.8,32.0,0.66,1.7,1.74,0.85,487.0,0.0,0.1,1.4,311.0,47.0,91.2,85.2,0.97,Empty
菠菜,Empty,脱水,蔬菜类,http://www.foodbk.com/wiki/%E8%8F%A0%E8%8F%9C,283.0,0.2,411.0,6.4,0.18,183.0,0.6,3.9,25.9,63.0,82.0,1.61,12.7,7.73,3.91,598.0,0.0,2.08,8.1,919.0,222.0,9.2,242.0,7.02,Empty
冬寒菜,冬苋菜，冬葵,Empty,蔬菜类,http://www.foodbk.com/wiki/%E5%86%AC%E5%AF%92%E8%8F%9C,30.0,0.15,82.0,3.9,0.05,30.0,0.4,0.6,2.4,2.7,20.0,2.5,2.2,0.0,1.37,1158.0,0.0,0.13,1.2,280.0,56.0,89.6,14.0,2.41,Empty
观达菜,根达菜，牛皮菜,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%A7%82%E8%BE%BE%E8%8F%9C,14.0,0.01,70.0,1.7,0.1,20.0,0.3,0.4,1.0,1.1,23.0,0.5,1.0,0.0,1.35,63.0,0.0,0.04,0.8,222.0,41.0,95.1,260.0,0.64,Empty
胡萝卜缨,Empty,红,蔬菜类,http://www.foodbk.com/wiki/%E8%83%A1%E8%90%9D%E5%8D%9C%E7%BC%A8,40.0,0.04,350.0,1.7,0.0,33.0,0.4,0.0,8.1,7.3,41.0,0.36,4.0,0.0,0.67,162.0,0.0,0.12,4.4,493.0,39.0,82.2,74.6,0.89,Empty
苦菜,节节花，拒马菜,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%8B%A6%E8%8F%9C,35.0,0.09,66.0,2.8,0.11,37.0,0.6,0.6,9.4,4.6,19.0,1.53,5.4,2.93,0.86,90.0,0.0,0.17,1.3,180.0,41.0,85.3,8.7,0.5,Empty
萝卜缨,Empty,白,蔬菜类,http://www.foodbk.com/wiki/%E8%90%9D%E5%8D%9C%E7%BC%A8,14.0,0.02,0.0,2.6,0.0,0.0,0.3,0.0,0.0,0.3,77.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,90.7,0.0,0.0,Empty
萝卜缨,Empty,青,蔬菜类,http://www.foodbk.com/wiki/%E8%90%9D%E5%8D%9C%E7%BC%A8,32.0,0.07,110.0,3.1,0.08,27.0,0.1,0.2,1.4,4.7,41.0,0.86,2.9,0.48,0.3,33.0,0.0,0.03,2.0,424.0,27.0,87.2,91.4,0.46,Empty
萝卜缨,Empty,小萝卜,蔬菜类,http://www.foodbk.com/wiki/%E8%90%9D%E5%8D%9C%E7%BC%A8,20.0,0.03,238.0,1.6,0.13,13.0,0.3,0.4,0.2,2.7,51.0,0.45,1.4,0.87,0.29,118.0,0.0,0.04,1.2,101.0,32.0,92.8,43.1,0.82,Empty
落葵,木耳菜，软浆菜,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%90%BD%E8%91%B5,20.0,0.06,166.0,1.6,0.06,62.0,0.3,0.6,3.2,2.8,34.0,0.43,1.5,1.66,0.32,337.0,0.0,0.07,1.0,140.0,42.0,92.8,47.2,2.6,Empty
芹菜,旱芹，药芹,白茎,蔬菜类,http://www.foodbk.com/wiki/%E8%8A%B9%E8%8F%9C,14.0,0.01,48.0,0.8,0.08,10.0,0.1,0.4,0.8,2.5,12.0,0.17,1.4,2.21,0.46,10.0,0.0,0.09,1.0,154.0,50.0,94.2,73.8,0.47,Empty
芹菜茎,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%8A%B9%E8%8F%9C%E8%8C%8E,20.0,0.02,80.0,1.2,0.06,18.0,0.2,0.4,1.2,3.3,8.0,0.16,1.2,1.32,0.24,57.0,0.0,0.09,1.0,206.0,38.0,93.1,159.0,0.57,Empty
芹菜叶,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%8A%B9%E8%8F%9C%E5%8F%B6,31.0,0.08,40.0,2.6,0.15,58.0,0.6,0.9,0.6,3.7,22.0,0.54,2.2,2.5,1.14,488.0,0.0,0.99,1.5,137.0,64.0,89.4,83.0,2.0,Empty
生菜,油麦菜,牛俐,蔬菜类,http://www.foodbk.com/wiki/%E7%94%9F%E8%8F%9C,15.0,0.0,70.0,1.4,0.1,29.0,0.4,0.2,1.2,1.5,20.0,0.15,0.6,0.0,0.43,60.0,0.0,0.08,0.4,100.0,31.0,95.7,80.0,1.55,Empty
生菜,Empty,叶用莴苣,蔬菜类,http://www.foodbk.com/wiki/%E7%94%9F%E8%8F%9C,13.0,0.03,34.0,1.3,0.06,18.0,0.3,0.4,0.9,1.3,13.0,0.13,0.7,1.02,0.27,298.0,0.0,0.03,0.6,170.0,27.0,95.8,32.8,1.15,Empty
甜菜叶,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E7%94%9C%E8%8F%9C%E5%8F%B6,19.0,0.1,117.0,1.8,0.22,72.0,0.1,0.4,3.3,4.0,30.0,0.0,1.3,0.0,0.38,610.0,0.0,0.19,2.0,547.0,40.0,92.2,201.0,0.0,Empty
香菜,芫荽,Empty,蔬菜类,http://www.foodbk.com/wiki/%E9%A6%99%E8%8F%9C,31.0,0.04,101.0,1.8,0.14,33.0,0.4,2.2,2.9,5.0,48.0,0.28,1.2,0.8,0.45,193.0,0.0,0.21,1.1,272.0,49.0,90.5,48.5,0.53,Empty
香菜,Empty,脱水,蔬菜类,http://www.foodbk.com/wiki/%E9%A6%99%E8%8F%9C,293.0,0.17,1723.0,7.4,0.28,269.0,1.3,6.0,22.3,63.0,75.0,2.46,8.2,22.15,1.71,472.0,0.0,1.65,10.8,1031.0,151.0,9.3,1217.5,14.15,Empty
苋菜,Empty,绿,蔬菜类,http://www.foodbk.com/wiki/%E8%8B%8B%E8%8F%9C,25.0,0.03,187.0,2.8,0.12,119.0,0.3,0.8,5.4,2.8,47.0,0.78,2.2,0.36,0.8,352.0,0.0,0.13,1.7,207.0,59.0,90.2,32.4,0.52,Empty
苋菜,红苋,紫,蔬菜类,http://www.foodbk.com/wiki/%E8%8B%8B%E8%8F%9C,31.0,0.03,178.0,2.8,0.1,38.0,0.4,0.6,2.9,4.1,30.0,0.35,1.8,1.54,0.7,248.0,0.0,0.07,2.1,340.0,63.0,88.8,42.3,0.09,Empty
茼蒿,蓬蒿菜，艾菜,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%8C%BC%E8%92%BF,21.0,0.04,73.0,1.9,0.09,20.0,0.3,0.6,2.5,2.7,18.0,0.28,1.2,0.92,0.35,252.0,0.0,0.06,0.9,220.0,36.0,93.0,161.3,0.6,Empty
茴香,小茴香,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%8C%B4%E9%A6%99,24.0,0.06,154.0,2.5,0.09,46.0,0.4,0.8,1.2,2.6,26.0,0.31,1.6,0.94,0.73,402.0,0.0,0.04,1.7,149.0,23.0,91.2,186.3,0.77,Empty
荠菜,蓟菜，菱角菜,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%8D%A0%E8%8F%9C,27.0,0.04,294.0,2.9,0.15,37.0,0.4,0.6,5.4,3.0,43.0,0.65,1.7,1.01,0.68,432.0,0.0,0.29,1.4,280.0,81.0,90.6,31.6,0.51,Empty
莴笋,莴苣,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%8E%B4%E7%AC%8B,14.0,0.02,23.0,1.0,0.02,19.0,0.1,0.5,0.9,2.2,4.0,0.19,0.6,0.19,0.33,25.0,0.0,0.07,0.6,212.0,48.0,95.5,36.5,0.54,Empty
莴笋叶,莴苣叶,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%8E%B4%E7%AC%8B%E5%8F%B6,18.0,0.06,34.0,1.4,0.1,19.0,0.2,0.4,1.5,2.6,13.0,0.26,1.0,0.58,0.51,147.0,0.0,0.09,0.6,148.0,26.0,94.2,39.1,0.78,Empty
蕹菜,空心菜，藤藤菜,Empty,蔬菜类,http://www.foodbk.com/wiki/%E8%95%B9%E8%8F%9C,20.0,0.03,99.0,2.2,0.08,29.0,0.3,0.8,2.3,2.2,25.0,0.67,1.4,1.09,0.39,253.0,0.0,0.1,1.0,243.0,38.0,92.9,94.3,1.2,Empty
竹笋,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E7%AB%B9%E7%AC%8B,19.0,0.08,9.0,2.6,0.08,1.0,0.2,0.6,0.5,1.8,5.0,1.14,1.8,0.05,0.33,0.0,0.0,0.09,0.8,389.0,64.0,92.8,0.4,0.04,Empty
白笋,Empty,干,蔬菜类,http://www.foodbk.com/wiki/%E7%99%BD%E7%AC%8B,196.0,0.0,31.0,26.0,0.32,22.0,4.0,0.2,4.2,13.9,0.0,2.2,43.2,0.0,3.3,2.0,0.0,1.94,2.9,1754.0,222.0,10.0,0.7,2.34,Empty
鞭笋,马鞭笋,Empty,蔬菜类,http://www.foodbk.com/wiki/%E9%9E%AD%E7%AC%8B,11.0,0.05,17.0,2.6,0.09,13.0,0.0,0.5,2.5,0.1,7.0,0.69,6.6,0.0,0.64,0.0,0.0,0.08,0.6,379.0,49.0,90.1,4.6,0.44,Empty
春笋,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E6%98%A5%E7%AC%8B,20.0,0.05,8.0,2.4,0.04,8.0,0.1,0.4,2.4,2.3,5.0,0.78,2.8,0.0,0.43,5.0,0.0,0.15,1.0,300.0,36.0,91.4,6.0,0.66,Empty
冬笋,Empty,Empty,蔬菜类,http://www.foodbk.com/wiki/%E5%86%AC%E7%AC%8B,40.0,0.08,22.0,4.1,0.08,0.0,0.1,0.6,0.1,5.7,1.0,0.0,0.8,0.0,0.0,13.0,0.0,0.0,1.2,0.0,56.0,88.1,0.0,0.0,Empty
黑笋,Empty,干,蔬菜类,http://www.foodbk.com/wiki/%E9%BB%91%E7%AC%8B,213.0,0.0,30.0,17.6,0.41,82.0,2.4,1.9,18.9,30.3,0.0,5.43,27.2,0.0,7.6,0.0,0.0,1.3,8.1,115.0,426.0,14.4,6.2,4.2,Empty
